well_id,top1_typewell,top1_corr,top2_typewell,top2_corr,top1_top2_gap,assigned_typewell_corr,assigned_typewell_rank,assigned_is_top1
5a1a8fd8,7bb17b96,0.7944954633712769,9d072e4c,0.7914972901344299,0.002998173236846924,0.7769490480422974,26,False
5a5269a9,c8d9680c,0.8122228980064392,12f0cd90,0.8030011653900146,0.00922173261642456,0.8015080094337463,37,False
5a5d1982,a0383629,0.8570246696472168,df8290be,0.8570246696472168,0.0,0.8570246696472168,39,False
5a63b5d1,59f8b2e8,0.6486379504203796,9a95e33f,0.6436256170272827,0.005012333393096924,0.6436256170272827,6,False
5aa03df7,1beca81d,0.8811730146408081,c1708b88,0.8790873885154724,0.0020856261253356934,0.8725401759147644,3,False
5aa403d0,a08d9e63,0.9299356937408447,e85074c5,0.92951500415802,0.00042068958282470703,0.9275259971618652,12,False
5aef5c6c,5aef5c6c,0.783024251461029,c8d9680c,0.7492129802703857,0.03381127119064331,0.783024251461029,1,True
5b7b6324,113011eb,0.8885608911514282,41fb0192,0.888198971748352,0.0003619194030761719,0.8852958679199219,5,False
5bd25f59,5bd25f59,0.9528315663337708,ae8959c3,0.9528315663337708,0.0,0.9528315663337708,1,True
5beded95,1a730ac2,0.7590341567993164,3a86fe8d,0.7225827574729919,0.03645139932632446,0.674307107925415,32,False
5cb483ac,7b38844c,0.8788133859634399,ed6e6e54,0.8788133859634399,0.0,0.8786925673484802,11,False
5cdd8dbc,77e4821c,0.7779861092567444,b4f37e6e,0.7712818384170532,0.006704270839691162,0.7077916264533997,17,False
5d11dfb5,9dede370,0.8369526267051697,82aab6d2,0.8369526267051697,0.0,0.8369526267051697,4,False
5d7198fd,5693dde2,0.8341035842895508,08fecf00,0.8341035842895508,0.0,0.8341035842895508,5,False
5def1ce5,6a0ff78e,0.7663591504096985,b19b0395,0.7663277387619019,3.141164779663086e-05,0.7490177750587463,57,False
5eae34a8,5eae34a8,0.918634295463562,511e1db0,0.4825062155723572,0.43612807989120483,0.918634295463562,1,True
5f4d2a52,14fee784,0.8576178550720215,3aaa2b30,0.8526550531387329,0.004962801933288574,0.8157823085784912,19,False
